,Use Case,LTE/5g Category,Technology Supported,Day,Time,GBR,Packet Loss Rate,Packet delay,slice Type
4531,Smartphone,7,LTE/5G,saturday,19,GBR,1e-06,100,eMBB
4532,Smartphone,7,LTE/5G,saturday,20,GBR,1e-06,100,eMBB
4533,Smartphone,7,LTE/5G,saturday,21,GBR,1e-06,100,eMBB
4534,Smartphone,7,LTE/5G,saturday,22,GBR,1e-06,100,eMBB
4535,Smartphone,7,LTE/5G,saturday,23,GBR,1e-06,100,eMBB
4536,Smartphone,8,LTE/5G,sunday,0,GBR,1e-06,100,eMBB
4537,Smartphone,8,LTE/5G,sunday,1,GBR,1e-06,100,eMBB
4538,Smartphone,8,LTE/5G,sunday,2,GBR,1e-06,100,eMBB
4539,Smartphone,8,LTE/5G,sunday,3,GBR,1e-06,100,eMBB
4540,Smartphone,8,LTE/5G,sunday,4,GBR,1e-06,100,eMBB
4541,Smartphone,8,LTE/5G,sunday,5,GBR,1e-06,100,eMBB
4542,Smartphone,8,LTE/5G,sunday,6,GBR,1e-06,100,eMBB
4543,Smartphone,8,LTE/5G,sunday,7,GBR,1e-06,100,eMBB
4544,Smartphone,8,LTE/5G,sunday,8,GBR,1e-06,100,eMBB
4545,Smartphone,8,LTE/5G,sunday,9,GBR,1e-06,100,eMBB
4546,Smartphone,8,LTE/5G,sunday,10,GBR,1e-06,100,eMBB
4547,Smartphone,8,LTE/5G,sunday,11,GBR,1e-06,100,eMBB
4548,Smartphone,8,LTE/5G,sunday,12,GBR,1e-06,100,eMBB
4549,Smartphone,8,LTE/5G,sunday,13,GBR,1e-06,100,eMBB
4550,Smartphone,8,LTE/5G,sunday,14,GBR,1e-06,100,eMBB
4551,Smartphone,8,LTE/5G,sunday,15,GBR,1e-06,100,eMBB
4552,Smartphone,8,LTE/5G,sunday,16,GBR,1e-06,100,eMBB
4553,Smartphone,8,LTE/5G,sunday,17,GBR,1e-06,100,eMBB
4554,Smartphone,8,LTE/5G,sunday,18,GBR,1e-06,100,eMBB
4555,Smartphone,8,LTE/5G,sunday,19,GBR,1e-06,100,eMBB
4556,Smartphone,8,LTE/5G,sunday,20,GBR,1e-06,100,eMBB
4557,Smartphone,8,LTE/5G,sunday,21,GBR,1e-06,100,eMBB
4558,Smartphone,8,LTE/5G,sunday,22,GBR,1e-06,100,eMBB
4559,Smartphone,8,LTE/5G,sunday,23,GBR,1e-06,100,eMBB
4560,Smartphone,8,LTE/5G,monday,0,GBR,1e-06,100,eMBB
4561,Smartphone,8,LTE/5G,monday,1,GBR,1e-06,100,eMBB
4562,Smartphone,8,LTE/5G,monday,2,GBR,1e-06,100,eMBB
4563,Smartphone,8,LTE/5G,monday,3,GBR,1e-06,100,eMBB
4564,Smartphone,8,LTE/5G,monday,4,GBR,1e-06,100,eMBB
4565,Smartphone,8,LTE/5G,monday,5,GBR,1e-06,100,eMBB
4566,Smartphone,8,LTE/5G,monday,6,GBR,1e-06,100,eMBB
4567,Smartphone,8,LTE/5G,monday,7,GBR,1e-06,100,eMBB
4568,Smartphone,8,LTE/5G,monday,8,GBR,1e-06,100,eMBB
4569,Smartphone,8,LTE/5G,monday,9,GBR,1e-06,100,eMBB
4570,Smartphone,8,LTE/5G,monday,10,GBR,1e-06,100,eMBB
4571,Smartphone,8,LTE/5G,monday,11,GBR,1e-06,100,eMBB
4572,Smartphone,8,LTE/5G,monday,12,GBR,1e-06,100,eMBB
4573,Smartphone,8,LTE/5G,monday,13,GBR,1e-06,100,eMBB
4574,Smartphone,8,LTE/5G,monday,14,GBR,1e-06,100,eMBB
4575,Smartphone,8,LTE/5G,monday,15,GBR,1e-06,100,eMBB
4576,Smartphone,8,LTE/5G,monday,16,GBR,1e-06,100,eMBB
4577,Smartphone,8,LTE/5G,monday,17,GBR,1e-06,100,eMBB
4578,Smartphone,8,LTE/5G,monday,18,GBR,1e-06,100,eMBB
4579,Smartphone,8,LTE/5G,monday,19,GBR,1e-06,100,eMBB
4580,Smartphone,8,LTE/5G,monday,20,GBR,1e-06,100,eMBB
4581,Smartphone,8,LTE/5G,monday,21,GBR,1e-06,100,eMBB
4582,Smartphone,8,LTE/5G,monday,22,GBR,1e-06,100,eMBB
4583,Smartphone,8,LTE/5G,monday,23,GBR,1e-06,100,eMBB
4584,Smartphone,8,LTE/5G,tuesday,0,GBR,1e-06,100,eMBB
4585,Smartphone,8,LTE/5G,tuesday,1,GBR,1e-06,100,eMBB
4586,Smartphone,8,LTE/5G,tuesday,2,GBR,1e-06,100,eMBB
4587,Smartphone,8,LTE/5G,tuesday,3,GBR,1e-06,100,eMBB
4588,Smartphone,8,LTE/5G,tuesday,4,GBR,1e-06,100,eMBB
4589,Smartphone,8,LTE/5G,tuesday,5,GBR,1e-06,100,eMBB
4590,Smartphone,8,LTE/5G,tuesday,6,GBR,1e-06,100,eMBB
4591,Smartphone,8,LTE/5G,tuesday,7,GBR,1e-06,100,eMBB
4592,Smartphone,8,LTE/5G,tuesday,8,GBR,1e-06,100,eMBB
4593,Smartphone,8,LTE/5G,tuesday,9,GBR,1e-06,100,eMBB
4594,Smartphone,8,LTE/5G,tuesday,10,GBR,1e-06,100,eMBB
4595,Smartphone,8,LTE/5G,tuesday,11,GBR,1e-06,100,eMBB
4596,Smartphone,8,LTE/5G,tuesday,12,GBR,1e-06,100,eMBB
4597,Smartphone,8,LTE/5G,tuesday,13,GBR,1e-06,100,eMBB
4598,Smartphone,8,LTE/5G,tuesday,14,GBR,1e-06,100,eMBB
4599,Smartphone,8,LTE/5G,tuesday,15,GBR,1e-06,100,eMBB
4600,Smartphone,8,LTE/5G,tuesday,16,GBR,1e-06,100,eMBB
4601,Smartphone,8,LTE/5G,tuesday,17,GBR,1e-06,100,eMBB
4602,Smartphone,8,LTE/5G,tuesday,18,GBR,1e-06,100,eMBB
4603,Smartphone,8,LTE/5G,tuesday,19,GBR,1e-06,100,eMBB
4604,Smartphone,8,LTE/5G,tuesday,20,GBR,1e-06,100,eMBB
4605,Smartphone,8,LTE/5G,tuesday,21,GBR,1e-06,100,eMBB
4606,Smartphone,8,LTE/5G,tuesday,22,GBR,1e-06,100,eMBB
4607,Smartphone,8,LTE/5G,tuesday,23,GBR,1e-06,100,eMBB
4608,Smartphone,8,LTE/5G,wednesday,0,GBR,1e-06,100,eMBB
4609,Smartphone,8,LTE/5G,wednesday,1,GBR,1e-06,100,eMBB
4610,Smartphone,8,LTE/5G,wednesday,2,GBR,1e-06,100,eMBB
4611,Smartphone,8,LTE/5G,wednesday,3,GBR,1e-06,100,eMBB
4612,Smartphone,8,LTE/5G,wednesday,4,GBR,1e-06,100,eMBB
4613,Smartphone,8,LTE/5G,wednesday,5,GBR,1e-06,100,eMBB
4614,Smartphone,8,LTE/5G,wednesday,6,GBR,1e-06,100,eMBB
4615,Smartphone,8,LTE/5G,wednesday,7,GBR,1e-06,100,eMBB
4616,Smartphone,8,LTE/5G,wednesday,8,GBR,1e-06,100,eMBB
4617,Smartphone,8,LTE/5G,wednesday,9,GBR,1e-06,100,eMBB
4618,Smartphone,8,LTE/5G,wednesday,10,GBR,1e-06,100,eMBB
4619,Smartphone,8,LTE/5G,wednesday,11,GBR,1e-06,100,eMBB
4620,Smartphone,8,LTE/5G,wednesday,12,GBR,1e-06,100,eMBB
4621,Smartphone,8,LTE/5G,wednesday,13,GBR,1e-06,100,eMBB
4622,Smartphone,8,LTE/5G,wednesday,14,GBR,1e-06,100,eMBB
4623,Smartphone,8,LTE/5G,wednesday,15,GBR,1e-06,100,eMBB
4624,Smartphone,8,LTE/5G,wednesday,16,GBR,1e-06,100,eMBB
4625,Smartphone,8,LTE/5G,wednesday,17,GBR,1e-06,100,eMBB
4626,Smartphone,8,LTE/5G,wednesday,18,GBR,1e-06,100,eMBB
4627,Smartphone,8,LTE/5G,wednesday,19,GBR,1e-06,100,eMBB
4628,Smartphone,8,LTE/5G,wednesday,20,GBR,1e-06,100,eMBB
4629,Smartphone,8,LTE/5G,wednesday,21,GBR,1e-06,100,eMBB
4630,Smartphone,8,LTE/5G,wednesday,22,GBR,1e-06,100,eMBB
4631,Smartphone,8,LTE/5G,wednesday,23,GBR,1e-06,100,eMBB
4632,Smartphone,8,LTE/5G,thrusday,0,GBR,1e-06,100,eMBB
4633,Smartphone,8,LTE/5G,thrusday,1,GBR,1e-06,100,eMBB
4634,Smartphone,8,LTE/5G,thrusday,2,GBR,1e-06,100,eMBB
4635,Smartphone,8,LTE/5G,thrusday,3,GBR,1e-06,100,eMBB
4636,Smartphone,8,LTE/5G,thrusday,4,GBR,1e-06,100,eMBB
4637,Smartphone,8,LTE/5G,thrusday,5,GBR,1e-06,100,eMBB
4638,Smartphone,8,LTE/5G,thrusday,6,GBR,1e-06,100,eMBB
4639,Smartphone,8,LTE/5G,thrusday,7,GBR,1e-06,100,eMBB
4640,Smartphone,8,LTE/5G,thrusday,8,GBR,1e-06,100,eMBB
4641,Smartphone,8,LTE/5G,thrusday,9,GBR,1e-06,100,eMBB
4642,Smartphone,8,LTE/5G,thrusday,10,GBR,1e-06,100,eMBB
4643,Smartphone,8,LTE/5G,thrusday,11,GBR,1e-06,100,eMBB
4644,Smartphone,8,LTE/5G,thrusday,12,GBR,1e-06,100,eMBB
4645,Smartphone,8,LTE/5G,thrusday,13,GBR,1e-06,100,eMBB
4646,Smartphone,8,LTE/5G,thrusday,14,GBR,1e-06,100,eMBB
4647,Smartphone,8,LTE/5G,thrusday,15,GBR,1e-06,100,eMBB
4648,Smartphone,8,LTE/5G,thrusday,16,GBR,1e-06,100,eMBB
4649,Smartphone,8,LTE/5G,thrusday,17,GBR,1e-06,100,eMBB
4650,Smartphone,8,LTE/5G,thrusday,18,GBR,1e-06,100,eMBB
4651,Smartphone,8,LTE/5G,thrusday,19,GBR,1e-06,100,eMBB
4652,Smartphone,8,LTE/5G,thrusday,20,GBR,1e-06,100,eMBB
4653,Smartphone,8,LTE/5G,thrusday,21,GBR,1e-06,100,eMBB
4654,Smartphone,8,LTE/5G,thrusday,22,GBR,1e-06,100,eMBB
4655,Smartphone,8,LTE/5G,thrusday,23,GBR,1e-06,100,eMBB
4656,Smartphone,8,LTE/5G,friday,0,GBR,1e-06,100,eMBB
4657,Smartphone,8,LTE/5G,friday,1,GBR,1e-06,100,eMBB
4658,Smartphone,8,LTE/5G,friday,2,GBR,1e-06,100,eMBB
4659,Smartphone,8,LTE/5G,friday,3,GBR,1e-06,100,eMBB
4660,Smartphone,8,LTE/5G,friday,4,GBR,1e-06,100,eMBB
4661,Smartphone,8,LTE/5G,friday,5,GBR,1e-06,100,eMBB
4662,Smartphone,8,LTE/5G,friday,6,GBR,1e-06,100,eMBB
4663,Smartphone,8,LTE/5G,friday,7,GBR,1e-06,100,eMBB
4664,Smartphone,8,LTE/5G,friday,8,GBR,1e-06,100,eMBB
4665,Smartphone,8,LTE/5G,friday,9,GBR,1e-06,100,eMBB
4666,Smartphone,8,LTE/5G,friday,10,GBR,1e-06,100,eMBB
4667,Smartphone,8,LTE/5G,friday,11,GBR,1e-06,100,eMBB
4668,Smartphone,8,LTE/5G,friday,12,GBR,1e-06,100,eMBB
4669,Smartphone,8,LTE/5G,friday,13,GBR,1e-06,100,eMBB
4670,Smartphone,8,LTE/5G,friday,14,GBR,1e-06,100,eMBB
4671,Smartphone,8,LTE/5G,friday,15,GBR,1e-06,100,eMBB
4672,Smartphone,8,LTE/5G,friday,16,GBR,1e-06,100,eMBB
4673,Smartphone,8,LTE/5G,friday,17,GBR,1e-06,100,eMBB
4674,Smartphone,8,LTE/5G,friday,18,GBR,1e-06,100,eMBB
4675,Smartphone,8,LTE/5G,friday,19,GBR,1e-06,100,eMBB
4676,Smartphone,8,LTE/5G,friday,20,GBR,1e-06,100,eMBB
4677,Smartphone,8,LTE/5G,friday,21,GBR,1e-06,100,eMBB
4678,Smartphone,8,LTE/5G,friday,22,GBR,1e-06,100,eMBB
4679,Smartphone,8,LTE/5G,friday,23,GBR,1e-06,100,eMBB
4680,Smartphone,8,LTE/5G,saturday,0,GBR,1e-06,100,eMBB
4681,Smartphone,8,LTE/5G,saturday,1,GBR,1e-06,100,eMBB
4682,Smartphone,8,LTE/5G,saturday,2,GBR,1e-06,100,eMBB
4683,Smartphone,8,LTE/5G,saturday,3,GBR,1e-06,100,eMBB
4684,Smartphone,8,LTE/5G,saturday,4,GBR,1e-06,100,eMBB
4685,Smartphone,8,LTE/5G,saturday,5,GBR,1e-06,100,eMBB
4686,Smartphone,8,LTE/5G,saturday,6,GBR,1e-06,100,eMBB
4687,Smartphone,8,LTE/5G,saturday,7,GBR,1e-06,100,eMBB
4688,Smartphone,8,LTE/5G,saturday,8,GBR,1e-06,100,eMBB
4689,Smartphone,8,LTE/5G,saturday,9,GBR,1e-06,100,eMBB
4690,Smartphone,8,LTE/5G,saturday,10,GBR,1e-06,100,eMBB
4691,Smartphone,8,LTE/5G,saturday,11,GBR,1e-06,100,eMBB
4692,Smartphone,8,LTE/5G,saturday,12,GBR,1e-06,100,eMBB
4693,Smartphone,8,LTE/5G,saturday,13,GBR,1e-06,100,eMBB
4694,Smartphone,8,LTE/5G,saturday,14,GBR,1e-06,100,eMBB
4695,Smartphone,8,LTE/5G,saturday,15,GBR,1e-06,100,eMBB
4696,Smartphone,8,LTE/5G,saturday,16,GBR,1e-06,100,eMBB
4697,Smartphone,8,LTE/5G,saturday,17,GBR,1e-06,100,eMBB
4698,Smartphone,8,LTE/5G,saturday,18,GBR,1e-06,100,eMBB
4699,Smartphone,8,LTE/5G,saturday,19,GBR,1e-06,100,eMBB
4700,Smartphone,8,LTE/5G,saturday,20,GBR,1e-06,100,eMBB
4701,Smartphone,8,LTE/5G,saturday,21,GBR,1e-06,100,eMBB
4702,Smartphone,8,LTE/5G,saturday,22,GBR,1e-06,100,eMBB
4703,Smartphone,8,LTE/5G,saturday,23,GBR,1e-06,100,eMBB
4704,Smartphone,9,LTE/5G,sunday,0,GBR,1e-06,100,eMBB
4705,Smartphone,9,LTE/5G,sunday,1,GBR,1e-06,100,eMBB
4706,Smartphone,9,LTE/5G,sunday,2,GBR,1e-06,100,eMBB
4707,Smartphone,9,LTE/5G,sunday,3,GBR,1e-06,100,eMBB
4708,Smartphone,9,LTE/5G,sunday,4,GBR,1e-06,100,eMBB
4709,Smartphone,9,LTE/5G,sunday,5,GBR,1e-06,100,eMBB
4710,Smartphone,9,LTE/5G,sunday,6,GBR,1e-06,100,eMBB
4711,Smartphone,9,LTE/5G,sunday,7,GBR,1e-06,100,eMBB
4712,Smartphone,9,LTE/5G,sunday,8,GBR,1e-06,100,eMBB
4713,Smartphone,9,LTE/5G,sunday,9,GBR,1e-06,100,eMBB
4714,Smartphone,9,LTE/5G,sunday,10,GBR,1e-06,100,eMBB
4715,Smartphone,9,LTE/5G,sunday,11,GBR,1e-06,100,eMBB
4716,Smartphone,9,LTE/5G,sunday,12,GBR,1e-06,100,eMBB
4717,Smartphone,9,LTE/5G,sunday,13,GBR,1e-06,100,eMBB
4718,Smartphone,9,LTE/5G,sunday,14,GBR,1e-06,100,eMBB
4719,Smartphone,9,LTE/5G,sunday,15,GBR,1e-06,100,eMBB
4720,Smartphone,9,LTE/5G,sunday,16,GBR,1e-06,100,eMBB
4721,Smartphone,9,LTE/5G,sunday,17,GBR,1e-06,100,eMBB
4722,Smartphone,9,LTE/5G,sunday,18,GBR,1e-06,100,eMBB
4723,Smartphone,9,LTE/5G,sunday,19,GBR,1e-06,100,eMBB
4724,Smartphone,9,LTE/5G,sunday,20,GBR,1e-06,100,eMBB
4725,Smartphone,9,LTE/5G,sunday,21,GBR,1e-06,100,eMBB
4726,Smartphone,9,LTE/5G,sunday,22,GBR,1e-06,100,eMBB
4727,Smartphone,9,LTE/5G,sunday,23,GBR,1e-06,100,eMBB
4728,Smartphone,9,LTE/5G,monday,0,GBR,1e-06,100,eMBB
4729,Smartphone,9,LTE/5G,monday,1,GBR,1e-06,100,eMBB
4730,Smartphone,9,LTE/5G,monday,2,GBR,1e-06,100,eMBB
4731,Smartphone,9,LTE/5G,monday,3,GBR,1e-06,100,eMBB
4732,Smartphone,9,LTE/5G,monday,4,GBR,1e-06,100,eMBB
4733,Smartphone,9,LTE/5G,monday,5,GBR,1e-06,100,eMBB
4734,Smartphone,9,LTE/5G,monday,6,GBR,1e-06,100,eMBB
4735,Smartphone,9,LTE/5G,monday,7,GBR,1e-06,100,eMBB
4736,Smartphone,9,LTE/5G,monday,8,GBR,1e-06,100,eMBB
4737,Smartphone,9,LTE/5G,monday,9,GBR,1e-06,100,eMBB
4738,Smartphone,9,LTE/5G,monday,10,GBR,1e-06,100,eMBB
4739,Smartphone,9,LTE/5G,monday,11,GBR,1e-06,100,eMBB
4740,Smartphone,9,LTE/5G,monday,12,GBR,1e-06,100,eMBB
4741,Smartphone,9,LTE/5G,monday,13,GBR,1e-06,100,eMBB
4742,Smartphone,9,LTE/5G,monday,14,GBR,1e-06,100,eMBB
4743,Smartphone,9,LTE/5G,monday,15,GBR,1e-06,100,eMBB
4744,Smartphone,9,LTE/5G,monday,16,GBR,1e-06,100,eMBB
4745,Smartphone,9,LTE/5G,monday,17,GBR,1e-06,100,eMBB
4746,Smartphone,9,LTE/5G,monday,18,GBR,1e-06,100,eMBB
4747,Smartphone,9,LTE/5G,monday,19,GBR,1e-06,100,eMBB
4748,Smartphone,9,LTE/5G,monday,20,GBR,1e-06,100,eMBB
4749,Smartphone,9,LTE/5G,monday,21,GBR,1e-06,100,eMBB
4750,Smartphone,9,LTE/5G,monday,22,GBR,1e-06,100,eMBB
4751,Smartphone,9,LTE/5G,monday,23,GBR,1e-06,100,eMBB
4752,Smartphone,9,LTE/5G,tuesday,0,GBR,1e-06,100,eMBB
4753,Smartphone,9,LTE/5G,tuesday,1,GBR,1e-06,100,eMBB
4754,Smartphone,9,LTE/5G,tuesday,2,GBR,1e-06,100,eMBB
4755,Smartphone,9,LTE/5G,tuesday,3,GBR,1e-06,100,eMBB
4756,Smartphone,9,LTE/5G,tuesday,4,GBR,1e-06,100,eMBB
4757,Smartphone,9,LTE/5G,tuesday,5,GBR,1e-06,100,eMBB
4758,Smartphone,9,LTE/5G,tuesday,6,GBR,1e-06,100,eMBB
4759,Smartphone,9,LTE/5G,tuesday,7,GBR,1e-06,100,eMBB
4760,Smartphone,9,LTE/5G,tuesday,8,GBR,1e-06,100,eMBB
4761,Smartphone,9,LTE/5G,tuesday,9,GBR,1e-06,100,eMBB
4762,Smartphone,9,LTE/5G,tuesday,10,GBR,1e-06,100,eMBB
4763,Smartphone,9,LTE/5G,tuesday,11,GBR,1e-06,100,eMBB
4764,Smartphone,9,LTE/5G,tuesday,12,GBR,1e-06,100,eMBB
4765,Smartphone,9,LTE/5G,tuesday,13,GBR,1e-06,100,eMBB
4766,Smartphone,9,LTE/5G,tuesday,14,GBR,1e-06,100,eMBB
4767,Smartphone,9,LTE/5G,tuesday,15,GBR,1e-06,100,eMBB
4768,Smartphone,9,LTE/5G,tuesday,16,GBR,1e-06,100,eMBB
4769,Smartphone,9,LTE/5G,tuesday,17,GBR,1e-06,100,eMBB
4770,Smartphone,9,LTE/5G,tuesday,18,GBR,1e-06,100,eMBB
4771,Smartphone,9,LTE/5G,tuesday,19,GBR,1e-06,100,eMBB
4772,Smartphone,9,LTE/5G,tuesday,20,GBR,1e-06,100,eMBB
4773,Smartphone,9,LTE/5G,tuesday,21,GBR,1e-06,100,eMBB
4774,Smartphone,9,LTE/5G,tuesday,22,GBR,1e-06,100,eMBB
4775,Smartphone,9,LTE/5G,tuesday,23,GBR,1e-06,100,eMBB
4776,Smartphone,9,LTE/5G,wednesday,0,GBR,1e-06,100,eMBB
4777,Smartphone,9,LTE/5G,wednesday,1,GBR,1e-06,100,eMBB
4778,Smartphone,9,LTE/5G,wednesday,2,GBR,1e-06,100,eMBB
4779,Smartphone,9,LTE/5G,wednesday,3,GBR,1e-06,100,eMBB
4780,Smartphone,9,LTE/5G,wednesday,4,GBR,1e-06,100,eMBB
4781,Smartphone,9,LTE/5G,wednesday,5,GBR,1e-06,100,eMBB
4782,Smartphone,9,LTE/5G,wednesday,6,GBR,1e-06,100,eMBB
4783,Smartphone,9,LTE/5G,wednesday,7,GBR,1e-06,100,eMBB
4784,Smartphone,9,LTE/5G,wednesday,8,GBR,1e-06,100,eMBB
4785,Smartphone,9,LTE/5G,wednesday,9,GBR,1e-06,100,eMBB
4786,Smartphone,9,LTE/5G,wednesday,10,GBR,1e-06,100,eMBB
4787,Smartphone,9,LTE/5G,wednesday,11,GBR,1e-06,100,eMBB
4788,Smartphone,9,LTE/5G,wednesday,12,GBR,1e-06,100,eMBB
4789,Smartphone,9,LTE/5G,wednesday,13,GBR,1e-06,100,eMBB
4790,Smartphone,9,LTE/5G,wednesday,14,GBR,1e-06,100,eMBB
4791,Smartphone,9,LTE/5G,wednesday,15,GBR,1e-06,100,eMBB
4792,Smartphone,9,LTE/5G,wednesday,16,GBR,1e-06,100,eMBB
4793,Smartphone,9,LTE/5G,wednesday,17,GBR,1e-06,100,eMBB
4794,Smartphone,9,LTE/5G,wednesday,18,GBR,1e-06,100,eMBB
4795,Smartphone,9,LTE/5G,wednesday,19,GBR,1e-06,100,eMBB
4796,Smartphone,9,LTE/5G,wednesday,20,GBR,1e-06,100,eMBB
4797,Smartphone,9,LTE/5G,wednesday,21,GBR,1e-06,100,eMBB
4798,Smartphone,9,LTE/5G,wednesday,22,GBR,1e-06,100,eMBB
4799,Smartphone,9,LTE/5G,wednesday,23,GBR,1e-06,100,eMBB
4800,Smartphone,9,LTE/5G,thrusday,0,GBR,1e-06,100,eMBB
4801,Smartphone,9,LTE/5G,thrusday,1,GBR,1e-06,100,eMBB
4802,Smartphone,9,LTE/5G,thrusday,2,GBR,1e-06,100,eMBB
4803,Smartphone,9,LTE/5G,thrusday,3,GBR,1e-06,100,eMBB
4804,Smartphone,9,LTE/5G,thrusday,4,GBR,1e-06,100,eMBB
4805,Smartphone,9,LTE/5G,thrusday,5,GBR,1e-06,100,eMBB
4806,Smartphone,9,LTE/5G,thrusday,6,GBR,1e-06,100,eMBB
4807,Smartphone,9,LTE/5G,thrusday,7,GBR,1e-06,100,eMBB
4808,Smartphone,9,LTE/5G,thrusday,8,GBR,1e-06,100,eMBB
4809,Smartphone,9,LTE/5G,thrusday,9,GBR,1e-06,100,eMBB
4810,Smartphone,9,LTE/5G,thrusday,10,GBR,1e-06,100,eMBB
4811,Smartphone,9,LTE/5G,thrusday,11,GBR,1e-06,100,eMBB
4812,Smartphone,9,LTE/5G,thrusday,12,GBR,1e-06,100,eMBB
4813,Smartphone,9,LTE/5G,thrusday,13,GBR,1e-06,100,eMBB
4814,Smartphone,9,LTE/5G,thrusday,14,GBR,1e-06,100,eMBB
4815,Smartphone,9,LTE/5G,thrusday,15,GBR,1e-06,100,eMBB
4816,Smartphone,9,LTE/5G,thrusday,16,GBR,1e-06,100,eMBB
4817,Smartphone,9,LTE/5G,thrusday,17,GBR,1e-06,100,eMBB
4818,Smartphone,9,LTE/5G,thrusday,18,GBR,1e-06,100,eMBB
4819,Smartphone,9,LTE/5G,thrusday,19,GBR,1e-06,100,eMBB
4820,Smartphone,9,LTE/5G,thrusday,20,GBR,1e-06,100,eMBB
4821,Smartphone,9,LTE/5G,thrusday,21,GBR,1e-06,100,eMBB
4822,Smartphone,9,LTE/5G,thrusday,22,GBR,1e-06,100,eMBB
4823,Smartphone,9,LTE/5G,thrusday,23,GBR,1e-06,100,eMBB
4824,Smartphone,9,LTE/5G,friday,0,GBR,1e-06,100,eMBB
4825,Smartphone,9,LTE/5G,friday,1,GBR,1e-06,100,eMBB
4826,Smartphone,9,LTE/5G,friday,2,GBR,1e-06,100,eMBB
4827,Smartphone,9,LTE/5G,friday,3,GBR,1e-06,100,eMBB
4828,Smartphone,9,LTE/5G,friday,4,GBR,1e-06,100,eMBB
4829,Smartphone,9,LTE/5G,friday,5,GBR,1e-06,100,eMBB
4830,Smartphone,9,LTE/5G,friday,6,GBR,1e-06,100,eMBB
4831,Smartphone,9,LTE/5G,friday,7,GBR,1e-06,100,eMBB
4832,Smartphone,9,LTE/5G,friday,8,GBR,1e-06,100,eMBB
4833,Smartphone,9,LTE/5G,friday,9,GBR,1e-06,100,eMBB
4834,Smartphone,9,LTE/5G,friday,10,GBR,1e-06,100,eMBB
4835,Smartphone,9,LTE/5G,friday,11,GBR,1e-06,100,eMBB
4836,Smartphone,9,LTE/5G,friday,12,GBR,1e-06,100,eMBB
4837,Smartphone,9,LTE/5G,friday,13,GBR,1e-06,100,eMBB
4838,Smartphone,9,LTE/5G,friday,14,GBR,1e-06,100,eMBB
4839,Smartphone,9,LTE/5G,friday,15,GBR,1e-06,100,eMBB
4840,Smartphone,9,LTE/5G,friday,16,GBR,1e-06,100,eMBB
4841,Smartphone,9,LTE/5G,friday,17,GBR,1e-06,100,eMBB
4842,Smartphone,9,LTE/5G,friday,18,GBR,1e-06,100,eMBB
4843,Smartphone,9,LTE/5G,friday,19,GBR,1e-06,100,eMBB
4844,Smartphone,9,LTE/5G,friday,20,GBR,1e-06,100,eMBB
4845,Smartphone,9,LTE/5G,friday,21,GBR,1e-06,100,eMBB
4846,Smartphone,9,LTE/5G,friday,22,GBR,1e-06,100,eMBB
4847,Smartphone,9,LTE/5G,friday,23,GBR,1e-06,100,eMBB
4848,Smartphone,9,LTE/5G,saturday,0,GBR,1e-06,100,eMBB
4849,Smartphone,9,LTE/5G,saturday,1,GBR,1e-06,100,eMBB
4850,Smartphone,9,LTE/5G,saturday,2,GBR,1e-06,100,eMBB
4851,Smartphone,9,LTE/5G,saturday,3,GBR,1e-06,100,eMBB
4852,Smartphone,9,LTE/5G,saturday,4,GBR,1e-06,100,eMBB
4853,Smartphone,9,LTE/5G,saturday,5,GBR,1e-06,100,eMBB
4854,Smartphone,9,LTE/5G,saturday,6,GBR,1e-06,100,eMBB
4855,Smartphone,9,LTE/5G,saturday,7,GBR,1e-06,100,eMBB
4856,Smartphone,9,LTE/5G,saturday,8,GBR,1e-06,100,eMBB
4857,Smartphone,9,LTE/5G,saturday,9,GBR,1e-06,100,eMBB
4858,Smartphone,9,LTE/5G,saturday,10,GBR,1e-06,100,eMBB
4859,Smartphone,9,LTE/5G,saturday,11,GBR,1e-06,100,eMBB
4860,Smartphone,9,LTE/5G,saturday,12,GBR,1e-06,100,eMBB
4861,Smartphone,9,LTE/5G,saturday,13,GBR,1e-06,100,eMBB
4862,Smartphone,9,LTE/5G,saturday,14,GBR,1e-06,100,eMBB
4863,Smartphone,9,LTE/5G,saturday,15,GBR,1e-06,100,eMBB
4864,Smartphone,9,LTE/5G,saturday,16,GBR,1e-06,100,eMBB
4865,Smartphone,9,LTE/5G,saturday,17,GBR,1e-06,100,eMBB
4866,Smartphone,9,LTE/5G,saturday,18,GBR,1e-06,100,eMBB
4867,Smartphone,9,LTE/5G,saturday,19,GBR,1e-06,100,eMBB
4868,Smartphone,9,LTE/5G,saturday,20,GBR,1e-06,100,eMBB
4869,Smartphone,9,LTE/5G,saturday,21,GBR,1e-06,100,eMBB
4870,Smartphone,9,LTE/5G,saturday,22,GBR,1e-06,100,eMBB
4871,Smartphone,9,LTE/5G,saturday,23,GBR,1e-06,100,eMBB
4872,Smartphone,10,LTE/5G,sunday,0,GBR,1e-06,100,eMBB
4873,Smartphone,10,LTE/5G,sunday,1,GBR,1e-06,100,eMBB
4874,Smartphone,10,LTE/5G,sunday,2,GBR,1e-06,100,eMBB
4875,Smartphone,10,LTE/5G,sunday,3,GBR,1e-06,100,eMBB
4876,Smartphone,10,LTE/5G,sunday,4,GBR,1e-06,100,eMBB
4877,Smartphone,10,LTE/5G,sunday,5,GBR,1e-06,100,eMBB
